batter,bowling_type,phase,balls_faced,runs_scored,dismissals,boundaries,strike_rate,balls_per_dismissal,dismissal_pct,boundary_pct,sufficient_sample
JD Unadkat,Spin,death,35,37,3,4,105.71,11.7,8.57,11.43,True
JD Unadkat,Spin,middle,14,7,0,0,50.0,,0.0,0.0,False
JDP Oram,Pace,death,43,57,5,8,132.56,8.6,11.63,18.6,True
JDP Oram,Pace,middle,27,19,1,1,70.37,27.0,3.7,3.7,False
JDP Oram,Spin,death,7,5,0,0,71.43,,0.0,0.0,False
JDP Oram,Spin,middle,31,25,2,2,80.65,15.5,6.45,6.45,True
JDS Neesham,Pace,death,11,13,4,1,118.18,2.8,36.36,9.09,False
JDS Neesham,Pace,middle,20,22,0,1,110.0,,0.0,5.0,False
JDS Neesham,Spin,death,36,29,2,3,80.56,18.0,5.56,8.33,True
JDS Neesham,Spin,middle,26,28,2,3,107.69,13.0,7.69,11.54,False
JE Root,Pace,powerplay,14,9,1,1,64.29,14.0,7.14,7.14,False
JE Root,Spin,powerplay,1,1,0,0,100.0,,0.0,0.0,False
JE Taylor,Pace,death,3,3,0,0,100.0,,0.0,0.0,False
JEC Franklin,Pace,death,40,60,4,8,150.0,10.0,10.0,20.0,True
JEC Franklin,Pace,middle,67,78,4,8,116.42,16.8,5.97,11.94,True
JEC Franklin,Pace,powerplay,73,59,3,9,80.82,24.3,4.11,12.33,True
JEC Franklin,Spin,death,28,37,0,4,132.14,,0.0,14.29,False
JEC Franklin,Spin,middle,73,73,0,3,100.0,,0.0,4.11,True
JEC Franklin,Spin,powerplay,20,20,0,2,100.0,,0.0,10.0,False
JG Bethell,Pace,middle,12,11,2,1,91.67,6.0,16.67,8.33,False
JG Bethell,Pace,powerplay,68,102,5,18,150.0,13.6,7.35,26.47,True
JG Bethell,Spin,middle,14,15,0,1,107.14,,0.0,7.14,False
JG Bethell,Spin,powerplay,12,20,2,4,166.67,6.0,16.67,33.33,False
JG Bethell,Unknown,powerplay,10,15,0,3,150.0,,0.0,30.0,False
JH Kallis,Pace,death,153,267,14,39,174.51,10.9,9.15,25.49,True
JH Kallis,Pace,middle,447,455,11,40,101.79,40.6,2.46,8.95,True
JH Kallis,Pace,powerplay,863,921,30,152,106.72,28.8,3.48,17.61,True
JH Kallis,Spin,death,75,127,4,17,169.33,18.8,5.33,22.67,True
JH Kallis,Spin,middle,565,542,18,38,95.93,31.4,3.19,6.73,True
JH Kallis,Spin,powerplay,119,115,3,13,96.64,39.7,2.52,10.92,True
JJ Bumrah,Pace,death,65,62,4,5,95.38,16.2,6.15,7.69,True
JJ Bumrah,Pace,middle,7,10,0,2,142.86,,0.0,28.57,False
JJ Bumrah,Spin,death,10,2,1,0,20.0,10.0,10.0,0.0,False
JJ Bumrah,Unknown,death,4,1,1,0,25.0,4.0,25.0,0.0,False
JJ Roy,Pace,death,20,34,0,5,170.0,,0.0,25.0,False
JJ Roy,Pace,middle,43,48,3,5,111.63,14.3,6.98,11.63,True
JJ Roy,Pace,powerplay,216,278,7,49,128.7,30.9,3.24,22.69,True
JJ Roy,Spin,death,3,7,0,1,233.33,,0.0,33.33,False
JJ Roy,Spin,middle,87,145,4,19,166.67,21.8,4.6,21.84,True
JJ Roy,Spin,powerplay,74,102,4,17,137.84,18.5,5.41,22.97,True
JJ van der Wath,Pace,death,10,14,1,2,140.0,10.0,10.0,20.0,False
JJ van der Wath,Pace,middle,3,3,0,0,100.0,,0.0,0.0,False
JJ van der Wath,Spin,death,1,0,0,0,0.0,,0.0,0.0,False
JJ van der Wath,Spin,middle,2,1,1,0,50.0,2.0,50.0,0.0,False
JL Denly,Pace,powerplay,1,0,1,0,0.0,1.0,100.0,0.0,False
JL Pattinson,Pace,death,13,15,1,2,115.38,13.0,7.69,15.38,False
JM Bairstow,Pace,death,29,38,2,3,131.03,14.5,6.9,10.34,False
JM Bairstow,Pace,middle,158,226,7,30,143.04,22.6,4.43,18.99,True
JM Bairstow,Pace,powerplay,477,744,15,126,155.97,31.8,3.14,26.42,True
JM Bairstow,Spin,death,26,37,4,4,142.31,6.5,15.38,15.38,False
JM Bairstow,Spin,middle,308,429,14,51,139.29,22.0,4.55,16.56,True
JM Bairstow,Spin,powerplay,148,200,4,33,135.14,37.0,2.7,22.3,True
JM Kemp,Pace,death,4,1,1,0,25.0,4.0,25.0,0.0,False
JM Kemp,Pace,middle,3,7,0,1,233.33,,0.0,33.33,False
JM Kemp,Spin,death,4,3,0,0,75.0,,0.0,0.0,False
JM Kemp,Spin,middle,10,13,1,1,130.0,10.0,10.0,10.0,False
JM Kemp,Spin,powerplay,3,2,0,0,66.67,,0.0,0.0,False
JM Sharma,Pace,death,203,381,17,57,187.68,11.9,8.37,28.08,True
JM Sharma,Pace,middle,224,299,12,43,133.48,18.7,5.36,19.2,True
JM Sharma,Pace,powerplay,17,10,1,2,58.82,17.0,5.88,11.76,False
JM Sharma,Spin,death,54,86,5,10,159.26,10.8,9.26,18.52,True
JM Sharma,Spin,middle,209,293,10,36,140.19,20.9,4.78,17.22,True
JM Sharma,Spin,powerplay,6,3,2,0,50.0,3.0,33.33,0.0,False
JM Sharma,Unknown,death,6,12,0,2,200.0,,0.0,33.33,False
JM Sharma,Unknown,middle,7,23,1,4,328.57,7.0,14.29,57.14,False
JO Holder,Pace,death,138,192,14,22,139.13,9.9,10.14,15.94,True
JO Holder,Pace,middle,25,47,1,6,188.0,25.0,4.0,24.0,False
JO Holder,Pace,powerplay,21,12,2,3,57.14,10.5,9.52,14.29,False
JO Holder,Spin,death,30,32,3,4,106.67,10.0,10.0,13.33,True
JO Holder,Spin,middle,44,38,3,2,86.36,14.7,6.82,4.55,True
JO Holder,Unknown,death,5,3,1,0,60.0,5.0,20.0,0.0,False
JP Behrendorff,Pace,death,9,6,0,0,66.67,,0.0,0.0,False
JP Duminy,Pace,death,354,614,20,78,173.45,17.7,5.65,22.03,True
JP Duminy,Pace,middle,388,425,6,36,109.54,64.7,1.55,9.28,True
JP Duminy,Pace,powerplay,206,213,5,34,103.4,41.2,2.43,16.5,True
JP Duminy,Spin,death,166,268,3,26,161.45,55.3,1.81,15.66,True
JP Duminy,Spin,middle,489,487,10,29,99.59,48.9,2.04,5.93,True
JP Duminy,Spin,powerplay,33,22,1,2,66.67,33.0,3.03,6.06,True
JP Faulkner,Pace,death,222,364,16,46,163.96,13.9,7.21,20.72,True
JP Faulkner,Pace,middle,40,45,3,6,112.5,13.3,7.5,15.0,True
JP Faulkner,Pace,powerplay,16,13,2,2,81.25,8.0,12.5,12.5,False
JP Faulkner,Spin,death,62,75,3,5,120.97,20.7,4.84,8.06,True
JP Faulkner,Spin,middle,46,29,0,0,63.04,,0.0,0.0,True
JP Faulkner,Spin,powerplay,4,1,1,0,25.0,4.0,25.0,0.0,False
JP Inglis,Pace,death,15,20,1,3,133.33,15.0,6.67,20.0,False
JP Inglis,Pace,middle,63,115,4,18,182.54,15.8,6.35,28.57,True
JP Inglis,Pace,powerplay,126,234,2,39,185.71,63.0,1.59,30.95,True
JP Inglis,Spin,death,7,11,1,2,157.14,7.0,14.29,28.57,False
JP Inglis,Spin,middle,61,73,2,6,119.67,30.5,3.28,9.84,True
JP Inglis,Spin,powerplay,23,62,2,13,269.57,11.5,8.7,56.52,False
JP Inglis,Unknown,middle,13,18,1,3,138.46,13.0,7.69,23.08,False
JP Inglis,Unknown,powerplay,6,11,0,2,183.33,,0.0,33.33,False
JPR Scantlebury-Searles,Pace,death,6,8,1,1,133.33,6.0,16.67,16.67,False
JR Hazlewood,Pace,death,18,17,0,1,94.44,,0.0,5.56,False
JR Hazlewood,Pace,middle,10,2,0,0,20.0,,0.0,0.0,False
JR Hazlewood,Spin,death,1,0,0,0,0.0,,0.0,0.0,False
JR Hazlewood,Spin,middle,1,0,0,0,0.0,,0.0,0.0,False
JR Hopes,Pace,death,20,29,2,3,145.0,10.0,10.0,15.0,False
JR Hopes,Pace,middle,68,103,2,18,151.47,34.0,2.94,26.47,True
JR Hopes,Pace,powerplay,124,162,6,27,130.65,20.7,4.84,21.77,True
JR Hopes,Spin,death,25,34,1,3,136.0,25.0,4.0,12.0,False
JR Hopes,Spin,middle,60,84,3,9,140.0,20.0,5.0,15.0,True
JR Hopes,Spin,powerplay,9,5,1,0,55.56,9.0,11.11,0.0,False
JR Philippe,Pace,death,2,1,0,0,50.0,,0.0,0.0,False
JR Philippe,Pace,powerplay,49,46,2,7,93.88,24.5,4.08,14.29,True
JR Philippe,Spin,middle,20,26,2,3,130.0,10.0,10.0,15.0,False
JR Philippe,Spin,powerplay,6,5,0,0,83.33,,0.0,0.0,False
Jaskaran Singh,Pace,death,7,7,0,0,100.0,,0.0,0.0,False
Jaskaran Singh,Spin,death,2,0,0,0,0.0,,0.0,0.0,False
Jaskaran Singh,Spin,middle,2,1,1,0,50.0,2.0,50.0,0.0,False
Joginder Sharma,Pace,death,22,28,1,2,127.27,22.0,4.55,9.09,False
Joginder Sharma,Pace,middle,1,0,1,0,0.0,1.0,100.0,0.0,False
Joginder Sharma,Spin,death,6,8,1,1,133.33,6.0,16.67,16.67,False
Joginder Sharma,Spin,middle,1,0,0,0,0.0,,0.0,0.0,False
K Goel,Pace,death,22,22,1,3,100.0,22.0,4.55,13.64,False
K Goel,Pace,middle,9,10,0,1,111.11,,0.0,11.11,False
K Goel,Pace,powerplay,153,150,7,19,98.04,21.9,4.58,12.42,True
K Goel,Spin,death,6,8,0,1,133.33,,0.0,16.67,False
K Goel,Spin,middle,33,18,2,1,54.55,16.5,6.06,3.03,True
K Goel,Spin,powerplay,8,10,1,1,125.0,8.0,12.5,12.5,False
K Gowtham,Pace,death,77,144,9,20,187.01,8.6,11.69,25.97,True
K Gowtham,Pace,middle,22,37,4,5,168.18,5.5,18.18,22.73,False
K Gowtham,Pace,powerplay,5,8,1,1,160.0,5.0,20.0,20.0,False
K Gowtham,Spin,death,11,20,0,2,181.82,,0.0,18.18,False
K Gowtham,Spin,middle,33,38,1,4,115.15,33.0,3.03,12.12,True
K Kartikeya,Pace,death,13,10,1,1,76.92,13.0,7.69,7.69,False
K Kartikeya,Spin,middle,4,2,1,0,50.0,4.0,25.0,0.0,False
K Rabada,Pace,death,135,172,11,20,127.41,12.3,8.15,14.81,True
K Rabada,Pace,middle,34,39,0,6,114.71,,0.0,17.65,True
K Rabada,Pace,powerplay,3,1,0,0,33.33,,0.0,0.0,False
K Rabada,Spin,death,19,15,2,2,78.95,9.5,10.53,10.53,False
K Rabada,Spin,middle,46,35,3,4,76.09,15.3,6.52,8.7,True
K Rabada,Unknown,death,2,0,0,0,0.0,,0.0,0.0,False
K Upadhyay,Pace,death,9,12,0,1,133.33,,0.0,11.11,False
K Yadav,Pace,death,4,0,0,0,0.0,,0.0,0.0,False
KA Jamieson,Pace,death,32,41,1,5,128.12,32.0,3.12,15.62,True
KA Jamieson,Pace,middle,10,12,0,2,120.0,,0.0,20.0,False
KA Jamieson,Spin,death,6,12,0,2,200.0,,0.0,33.33,False
KA Jamieson,Spin,middle,25,12,1,1,48.0,25.0,4.0,4.0,False
KA Maharaj,Pace,death,2,1,1,0,50.0,2.0,50.0,0.0,False
KA Pollard,Pace,death,948,1611,58,220,169.94,16.3,6.12,23.21,True
KA Pollard,Pace,middle,543,636,15,81,117.13,36.2,2.76,14.92,True
KA Pollard,Pace,powerplay,40,47,3,6,117.5,13.3,7.5,15.0,True
KA Pollard,Spin,death,246,421,17,53,171.14,14.5,6.91,21.54,True
KA Pollard,Spin,middle,543,716,22,85,131.86,24.7,4.05,15.65,True
KA Pollard,Spin,powerplay,9,6,0,0,66.67,,0.0,0.0,False
KAJ Roach,Pace,death,7,5,1,0,71.43,7.0,14.29,0.0,False
KAJ Roach,Spin,middle,2,5,0,1,250.0,,0.0,50.0,False
KB Arun Karthik,Pace,death,28,24,1,2,85.71,28.0,3.57,7.14,False
KB Arun Karthik,Pace,middle,12,17,0,2,141.67,,0.0,16.67,False
KB Arun Karthik,Spin,death,1,1,0,0,100.0,,0.0,0.0,False
KB Arun Karthik,Spin,middle,10,9,3,1,90.0,3.3,30.0,10.0,False
KC Cariappa,Pace,death,10,3,3,0,30.0,3.3,30.0,0.0,False
KC Cariappa,Spin,death,3,9,0,1,300.0,,0.0,33.33,False
KC Cariappa,Spin,middle,8,12,0,1,150.0,,0.0,12.5,False
KC Sangakkara,Pace,death,103,160,7,23,155.34,14.7,6.8,22.33,True
KC Sangakkara,Pace,middle,370,466,17,55,125.95,21.8,4.59,14.86,True
KC Sangakkara,Pace,powerplay,352,423,11,74,120.17,32.0,3.12,21.02,True
KC Sangakkara,Spin,death,27,42,5,6,155.56,5.4,18.52,22.22,False
KC Sangakkara,Spin,middle,442,497,20,51,112.44,22.1,4.52,11.54,True
KC Sangakkara,Spin,powerplay,98,99,3,13,101.02,32.7,3.06,13.27,True
KD Karthik,Pace,death,866,1518,63,221,175.29,13.7,7.27,25.52,True
KD Karthik,Pace,middle,1028,1280,42,148,124.51,24.5,4.09,14.4,True
KD Karthik,Pace,powerplay,322,322,9,51,100.0,35.8,2.8,15.84,True
KD Karthik,Spin,death,232,386,11,49,166.38,21.1,4.74,21.12,True
KD Karthik,Spin,middle,1049,1262,42,148,120.31,25.0,4.0,14.11,True
KD Karthik,Spin,powerplay,83,75,0,10,90.36,,0.0,12.05,True
KH Pandya,Pace,death,428,674,28,91,157.48,15.3,6.54,21.26,True
KH Pandya,Pace,middle,407,523,16,63,128.5,25.4,3.93,15.48,True
KH Pandya,Pace,powerplay,55,70,3,12,127.27,18.3,5.45,21.82,True
KH Pandya,Spin,death,75,125,6,17,166.67,12.5,8.0,22.67,True
KH Pandya,Spin,middle,484,563,24,64,116.32,20.2,4.96,13.22,True
KH Pandya,Spin,powerplay,25,16,2,1,64.0,12.5,8.0,4.0,False
KH Pandya,Unknown,death,1,1,0,0,100.0,,0.0,0.0,False
KH Pandya,Unknown,middle,6,10,0,1,166.67,,0.0,16.67,False
KJ Abbott,Pace,death,7,13,0,1,185.71,,0.0,14.29,False
KJ Abbott,Spin,middle,1,0,1,0,0.0,1.0,100.0,0.0,False
KK Ahmed,Pace,death,9,2,4,0,22.22,2.2,44.44,0.0,False
KK Cooper,Pace,death,29,63,5,11,217.24,5.8,17.24,37.93,False
KK Cooper,Spin,death,15,16,2,1,106.67,7.5,13.33,6.67,False
KK Cooper,Spin,middle,22,30,2,4,136.36,11.0,9.09,18.18,False
KK Cooper,Spin,powerplay,2,7,0,1,350.0,,0.0,50.0,False
KK Nair,Pace,death,130,237,14,35,182.31,9.3,10.77,26.92,True
KK Nair,Pace,middle,308,362,17,42,117.53,18.1,5.52,13.64,True
KK Nair,Pace,powerplay,409,523,14,90,127.87,29.2,3.42,22.0,True
KK Nair,Spin,death,25,38,1,3,152.0,25.0,4.0,12.0,False
KK Nair,Spin,middle,357,456,15,53,127.73,23.8,4.2,14.85,True
KK Nair,Spin,powerplay,72,95,9,14,131.94,8.0,12.5,19.44,True
KK Nair,Unknown,powerplay,3,1,0,0,33.33,,0.0,0.0,False
KL Nagarkoti,Pace,death,18,15,3,1,83.33,6.0,16.67,5.56,False
KL Nagarkoti,Spin,death,2,1,0,0,50.0,,0.0,0.0,False
KL Nagarkoti,Spin,middle,13,6,1,0,46.15,13.0,7.69,0.0,False
KL Rahul,Pace,death,426,802,27,113,188.26,15.8,6.34,26.53,True
KL Rahul,Pace,middle,732,1173,23,146,160.25,31.8,3.14,19.95,True
KL Rahul,Pace,powerplay,1582,1985,40,292,125.47,39.6,2.53,18.46,True
KL Rahul,Spin,death,75,93,2,7,124.0,37.5,2.67,9.33,True
KL Rahul,Spin,middle,1028,1283,28,118,124.81,36.7,2.72,11.48,True
KL Rahul,Spin,powerplay,296,436,4,67,147.3,74.0,1.35,22.64,True
KL Rahul,Unknown,death,6,12,0,2,200.0,,0.0,33.33,False
KL Rahul,Unknown,middle,29,28,0,1,96.55,,0.0,3.45,False
KL Rahul,Unknown,powerplay,14,16,0,2,114.29,,0.0,14.29,False
KM Asif,Spin,middle,2,0,1,0,0.0,2.0,50.0,0.0,False
KM Jadhav,Pace,death,347,492,18,60,141.79,19.3,5.19,17.29,True
KM Jadhav,Pace,middle,217,264,8,31,121.66,27.1,3.69,14.29,True
KM Jadhav,Pace,powerplay,79,66,7,13,83.54,11.3,8.86,16.46,True
KM Jadhav,Spin,death,60,73,2,8,121.67,30.0,3.33,13.33,True
KM Jadhav,Spin,middle,276,312,12,30,113.04,23.0,4.35,10.87,True
KM Jadhav,Spin,powerplay,2,1,0,0,50.0,,0.0,0.0,False
KMA Paul,Pace,death,19,16,3,2,84.21,6.3,15.79,10.53,False
KMA Paul,Spin,death,5,2,1,0,40.0,5.0,20.0,0.0,False
KMDN Kulasekara,Pace,death,3,5,0,1,166.67,,0.0,33.33,False
KP Appanna,Pace,death,2,1,0,0,50.0,,0.0,0.0,False
KP Appanna,Spin,death,2,1,0,0,50.0,,0.0,0.0,False
KP Pietersen,Pace,death,51,87,1,11,170.59,51.0,1.96,21.57,True
KP Pietersen,Pace,middle,116,127,9,13,109.48,12.9,7.76,11.21,True
KP Pietersen,Pace,powerplay,226,301,2,44,133.19,113.0,0.88,19.47,True
KP Pietersen,Spin,death,18,36,1,6,200.0,18.0,5.56,33.33,False
KP Pietersen,Spin,middle,264,359,10,42,135.98,26.4,3.79,15.91,True
KP Pietersen,Spin,powerplay,68,91,1,15,133.82,68.0,1.47,22.06,True
KR Mayers,Pace,middle,14,23,1,3,164.29,14.0,7.14,21.43,False
KR Mayers,Pace,powerplay,159,210,5,36,132.08,31.8,3.14,22.64,True
KR Mayers,Spin,middle,44,74,4,10,168.18,11.0,9.09,22.73,True
KR Mayers,Spin,powerplay,46,72,3,11,156.52,15.3,6.52,23.91,True
KR Sen,Pace,death,3,0,0,0,0.0,,0.0,0.0,False
KS Bharat,Pace,death,19,32,1,2,168.42,19.0,5.26,10.53,False
KS Bharat,Pace,middle,34,38,2,2,111.76,17.0,5.88,5.88,True
KS Bharat,Pace,powerplay,52,48,2,6,92.31,26.0,3.85,11.54,True
KS Bharat,Spin,middle,51,64,2,7,125.49,25.5,3.92,13.73,True
KS Bharat,Spin,powerplay,7,17,0,3,242.86,,0.0,42.86,False
KS Rathore,Pace,powerplay,2,0,0,0,0.0,,0.0,0.0,False
KS Rathore,Spin,powerplay,3,0,1,0,0.0,3.0,33.33,0.0,False
KS Sharma,Pace,powerplay,12,8,2,1,66.67,6.0,16.67,8.33,False
KS Sharma,Spin,middle,10,6,1,0,60.0,10.0,10.0,0.0,False
KS Sharma,Spin,powerplay,3,2,0,0,66.67,,0.0,0.0,False
KS Williamson,Pace,death,226,385,13,52,170.35,17.4,5.75,23.01,True
KS Williamson,Pace,middle,385,549,17,70,142.6,22.6,4.42,18.18,True
KS Williamson,Pace,powerplay,405,422,12,63,104.2,33.8,2.96,15.56,True
KS Williamson,Spin,death,51,75,3,7,147.06,17.0,5.88,13.73,True
KS Williamson,Spin,middle,555,640,10,52,115.32,55.5,1.8,9.37,True
KS Williamson,Spin,powerplay,75,61,1,7,81.33,75.0,1.33,9.33,True
KT Maphaka,Pace,death,2,8,0,2,400.0,,0.0,100.0,False
KV Sharma,Pace,death,145,184,15,20,126.9,9.7,10.34,13.79,True
KV Sharma,Pace,middle,59,52,3,4,88.14,19.7,5.08,6.78,True
KV Sharma,Pace,powerplay,4,1,1,0,25.0,4.0,25.0,0.0,False
KV Sharma,Spin,death,36,64,1,8,177.78,36.0,2.78,22.22,True
KV Sharma,Spin,middle,46,45,2,4,97.83,23.0,4.35,8.7,True
KV Sharma,Spin,powerplay,5,6,0,1,120.0,,0.0,20.0,False
KW Richardson,Pace,death,15,10,3,0,66.67,5.0,20.0,0.0,False
KW Richardson,Pace,middle,7,4,0,0,57.14,,0.0,0.0,False
KW Richardson,Spin,death,6,7,0,0,116.67,,0.0,0.0,False
KW Richardson,Spin,middle,11,15,0,3,136.36,,0.0,27.27,False
Kamran Akmal,Pace,death,12,20,0,2,166.67,,0.0,16.67,False
Kamran Akmal,Pace,middle,11,39,0,7,354.55,,0.0,63.64,False
Kamran Akmal,Pace,powerplay,41,51,2,10,124.39,20.5,4.88,24.39,True
Kamran Akmal,Spin,death,5,6,0,1,120.0,,0.0,20.0,False
Kamran Akmal,Spin,middle,9,12,1,1,133.33,9.0,11.11,11.11,False
Kamran Khan,Pace,middle,4,3,0,0,75.0,,0.0,0.0,False
Kamran Khan,Spin,death,1,0,1,0,0.0,1.0,100.0,0.0,False
Karanveer Singh,Pace,death,10,8,0,1,80.0,,0.0,10.0,False
Karanveer Singh,Pace,middle,7,4,1,0,57.14,7.0,14.29,0.0,False
Kartik Sharma,Pace,death,24,39,3,7,162.5,8.0,12.5,29.17,False
Kartik Sharma,Pace,middle,56,67,2,8,119.64,28.0,3.57,14.29,True
Kartik Sharma,Pace,powerplay,21,31,0,4,147.62,,0.0,19.05,False
Kartik Sharma,Spin,death,14,34,1,7,242.86,14.0,7.14,50.0,False
Kartik Sharma,Spin,middle,77,90,1,10,116.88,77.0,1.3,12.99,True
Kartik Sharma,Spin,powerplay,2,0,0,0,0.0,,0.0,0.0,False
Kartik Sharma,Unknown,death,6,4,0,0,66.67,,0.0,0.0,False
Kartik Sharma,Unknown,middle,16,30,1,4,187.5,16.0,6.25,25.0,False
Kartik Tyagi,Pace,death,23,20,5,2,86.96,4.6,21.74,8.7,False
Kartik Tyagi,Pace,middle,2,4,0,1,200.0,,0.0,50.0,False
Kartik Tyagi,Spin,death,1,0,1,0,0.0,1.0,100.0,0.0,False
Krish Bhagat,Pace,death,10,3,1,0,30.0,10.0,10.0,0.0,False
Krish Bhagat,Spin,middle,8,4,0,0,50.0,,0.0,0.0,False
Krish Bhagat,Unknown,death,3,3,0,0,100.0,,0.0,0.0,False
Kuldeep Yadav,Pace,death,158,150,6,16,94.94,26.3,3.8,10.13,True
Kuldeep Yadav,Pace,middle,16,5,0,0,31.25,,0.0,0.0,False
Kuldeep Yadav,Spin,death,50,36,4,3,72.0,12.5,8.0,6.0,True
Kuldeep Yadav,Spin,middle,28,18,0,2,64.29,,0.0,7.14,False
Kuldeep Yadav,Unknown,death,1,1,0,0,100.0,,0.0,0.0,False
Kumar Kushagra,Pace,death,1,0,1,0,0.0,1.0,100.0,0.0,False
Kumar Kushagra,Pace,powerplay,15,19,1,3,126.67,15.0,6.67,20.0,False
Kumar Kushagra,Spin,middle,5,2,2,0,40.0,2.5,40.0,0.0,False
L Ablish,Pace,death,2,0,0,0,0.0,,0.0,0.0,False
L Balaji,Pace,death,37,32,4,3,86.49,9.2,10.81,8.11,True
L Balaji,Spin,death,8,3,2,0,37.5,4.0,25.0,0.0,False
L Balaji,Spin,middle,4,1,0,0,25.0,,0.0,0.0,False
L Ngidi,Pace,death,8,4,1,0,50.0,8.0,12.5,0.0,False
L Ngidi,Spin,death,1,0,1,0,0.0,1.0,100.0,0.0,False
L Ronchi,Pace,powerplay,34,34,2,7,100.0,17.0,5.88,20.59,True
L Wood,Pace,death,3,9,0,1,300.0,,0.0,33.33,False
LA Carseldine,Pace,death,9,16,0,2,177.78,,0.0,22.22,False
LA Carseldine,Pace,middle,6,9,0,1,150.0,,0.0,16.67,False
LA Carseldine,Pace,powerplay,35,38,1,7,108.57,35.0,2.86,20.0,True
LA Carseldine,Spin,death,4,4,0,0,100.0,,0.0,0.0,False
LA Carseldine,Spin,middle,14,14,1,1,100.0,14.0,7.14,7.14,False
LA Pomersbach,Pace,death,38,51,2,6,134.21,19.0,5.26,15.79,True
LA Pomersbach,Pace,middle,42,56,1,7,133.33,42.0,2.38,16.67,True
LA Pomersbach,Pace,powerplay,60,74,3,12,123.33,20.0,5.0,20.0,True
LA Pomersbach,Spin,death,11,16,1,2,145.45,11.0,9.09,18.18,False
LA Pomersbach,Spin,middle,75,75,2,8,100.0,37.5,2.67,10.67,True
LA Pomersbach,Spin,powerplay,20,30,1,3,150.0,20.0,5.0,15.0,False
LB Williams,Pace,death,2,1,0,0,50.0,,0.0,0.0,False
LE Plunkett,Pace,death,3,1,1,0,33.33,3.0,33.33,0.0,False
LG Pretorius,Pace,death,4,5,0,0,125.0,,0.0,0.0,False
LG Pretorius,Unknown,middle,2,2,0,0,100.0,,0.0,0.0,False
LG Pretorius,Unknown,powerplay,2,0,1,0,0.0,2.0,50.0,0.0,False
LH Ferguson,Pace,death,38,59,2,7,155.26,19.0,5.26,18.42,True
LH Ferguson,Spin,death,9,13,0,2,144.44,,0.0,22.22,False
LJ Wright,Pace,death,37,84,3,16,227.03,12.3,8.11,43.24,True
LJ Wright,Pace,middle,9,7,0,1,77.78,,0.0,11.11,False
LJ Wright,Pace,powerplay,8,8,1,1,100.0,8.0,12.5,12.5,False
LJ Wright,Spin,middle,6,7,0,1,116.67,,0.0,16.67,False
LMP Simmons,Pace,death,24,41,2,6,170.83,12.0,8.33,25.0,False
LMP Simmons,Pace,middle,152,199,3,24,130.92,50.7,1.97,15.79,True
LMP Simmons,Pace,powerplay,376,438,8,70,116.49,47.0,2.13,18.62,True
LMP Simmons,Spin,death,12,15,1,1,125.0,12.0,8.33,8.33,False
LMP Simmons,Spin,middle,204,282,9,36,138.24,22.7,4.41,17.65,True
LMP Simmons,Spin,powerplay,84,104,3,16,123.81,28.0,3.57,19.05,True
LPC Silva,Pace,death,10,23,0,3,230.0,,0.0,30.0,False
LPC Silva,Pace,middle,9,8,2,1,88.89,4.5,22.22,11.11,False
LPC Silva,Pace,powerplay,7,9,0,2,128.57,,0.0,28.57,False
LR Shukla,Pace,death,112,160,10,23,142.86,11.2,8.93,20.54,True
LR Shukla,Pace,middle,100,89,8,10,89.0,12.5,8.0,10.0,True
LR Shukla,Pace,powerplay,2,1,0,0,50.0,,0.0,0.0,False
LR Shukla,Spin,death,52,59,3,5,113.46,17.3,5.77,9.62,True
LR Shukla,Spin,middle,81,95,4,11,117.28,20.2,4.94,13.58,True
LR Shukla,Spin,powerplay,3,1,0,0,33.33,,0.0,0.0,False
LRPL Taylor,Pace,death,145,221,11,28,152.41,13.2,7.59,19.31,True
LRPL Taylor,Pace,middle,229,249,16,23,108.73,14.3,6.99,10.04,True
LRPL Taylor,Pace,powerplay,116,150,3,24,129.31,38.7,2.59,20.69,True
LRPL Taylor,Spin,death,54,91,1,11,168.52,54.0,1.85,20.37,True
LRPL Taylor,Spin,middle,273,301,7,25,110.26,39.0,2.56,9.16,True
LRPL Taylor,Spin,powerplay,5,5,0,1,100.0,,0.0,20.0,False
LS Livingstone,Pace,death,120,285,9,45,237.5,13.3,7.5,37.5,True
LS Livingstone,Pace,middle,160,270,10,36,168.75,16.0,6.25,22.5,True
LS Livingstone,Pace,powerplay,107,145,7,26,135.51,15.3,6.54,24.3,True
LS Livingstone,Spin,death,39,60,5,7,153.85,7.8,12.82,17.95,True
LS Livingstone,Spin,middle,232,272,6,29,117.24,38.7,2.59,12.5,True
LS Livingstone,Spin,powerplay,28,34,2,3,121.43,14.0,7.14,10.71,False
LS Livingstone,Unknown,middle,1,0,1,0,0.0,1.0,100.0,0.0,False
Lalit Yadav,Pace,death,72,86,4,11,119.44,18.0,5.56,15.28,True
Lalit Yadav,Pace,middle,92,106,5,11,115.22,18.4,5.43,11.96,True
Lalit Yadav,Pace,powerplay,24,21,0,3,87.5,,0.0,12.5,False
Lalit Yadav,Spin,death,8,8,1,1,100.0,8.0,12.5,12.5,False
Lalit Yadav,Spin,middle,86,80,5,8,93.02,17.2,5.81,9.3,True
Lalit Yadav,Spin,powerplay,8,4,0,0,50.0,,0.0,0.0,False
Liton Das,Pace,powerplay,4,4,1,1,100.0,4.0,25.0,25.0,False
M Ashwin,Pace,death,35,29,4,3,82.86,8.8,11.43,8.57,True
