batter,bowling_type,phase,balls_faced,runs_scored,dismissals,boundaries,strike_rate,balls_per_dismissal,dismissal_pct,boundary_pct,sufficient_sample
MC Juneja,Spin,powerplay,3,3,0,0,100.0,,0.0,0.0,False
MD Choudhary,Pace,death,68,112,3,15,164.71,22.7,4.41,22.06,True
MD Choudhary,Pace,middle,8,6,0,0,75.0,,0.0,0.0,False
MD Choudhary,Spin,death,6,2,1,0,33.33,6.0,16.67,0.0,False
MD Choudhary,Spin,middle,31,44,1,7,141.94,31.0,3.23,22.58,True
MD Choudhary,Unknown,death,3,1,1,0,33.33,3.0,33.33,0.0,False
MD Choudhary,Unknown,middle,4,5,0,1,125.0,,0.0,25.0,False
MD Mishra,Pace,death,10,7,1,0,70.0,10.0,10.0,0.0,False
MD Mishra,Pace,middle,40,46,3,5,115.0,13.3,7.5,12.5,True
MD Mishra,Pace,powerplay,100,110,6,17,110.0,16.7,6.0,17.0,True
MD Mishra,Spin,death,9,20,0,3,222.22,,0.0,33.33,False
MD Mishra,Spin,middle,25,35,2,4,140.0,12.5,8.0,16.0,False
MD Mishra,Spin,powerplay,24,19,2,3,79.17,12.0,8.33,12.5,False
MD Shanaka,Pace,death,23,26,4,3,113.04,5.8,17.39,13.04,False
MD Shanaka,Pace,middle,16,13,1,1,81.25,16.0,6.25,6.25,False
MD Shanaka,Spin,middle,29,44,1,5,151.72,29.0,3.45,17.24,False
MD Shanaka,Spin,powerplay,1,0,0,0,0.0,,0.0,0.0,False
MD Shanaka,Unknown,death,3,6,0,1,200.0,,0.0,33.33,False
MDKJ Perera,Pace,powerplay,13,14,2,3,107.69,6.5,15.38,23.08,False
MEK Hussey,Pace,death,116,222,6,32,191.38,19.3,5.17,27.59,True
MEK Hussey,Pace,middle,380,501,10,56,131.84,38.0,2.63,14.74,True
MEK Hussey,Pace,powerplay,583,626,16,97,107.38,36.4,2.74,16.64,True
MEK Hussey,Spin,death,20,39,1,5,195.0,20.0,5.0,25.0,False
MEK Hussey,Spin,middle,329,387,12,36,117.63,27.4,3.65,10.94,True
MEK Hussey,Spin,powerplay,184,202,2,24,109.78,92.0,1.09,13.04,True
MF Maharoof,Pace,death,66,90,3,11,136.36,22.0,4.55,16.67,True
MF Maharoof,Pace,middle,13,10,1,1,76.92,13.0,7.69,7.69,False
MF Maharoof,Spin,death,23,45,2,5,195.65,11.5,8.7,21.74,False
MF Maharoof,Spin,middle,21,32,2,4,152.38,10.5,9.52,19.05,False
MG Bracewell,Pace,death,6,6,0,0,100.0,,0.0,0.0,False
MG Bracewell,Pace,middle,13,20,2,4,153.85,6.5,15.38,30.77,False
MG Bracewell,Spin,death,7,7,0,0,100.0,,0.0,0.0,False
MG Bracewell,Spin,middle,19,23,0,3,121.05,,0.0,15.79,False
MG Bracewell,Spin,powerplay,2,2,0,0,100.0,,0.0,0.0,False
MG Johnson,Pace,death,123,133,9,13,108.13,13.7,7.32,10.57,True
MG Johnson,Pace,middle,13,7,1,1,53.85,13.0,7.69,7.69,False
MG Johnson,Spin,death,21,24,2,3,114.29,10.5,9.52,14.29,False
MG Johnson,Spin,middle,7,3,1,0,42.86,7.0,14.29,0.0,False
MJ Clarke,Pace,middle,9,8,1,1,88.89,9.0,11.11,11.11,False
MJ Clarke,Pace,powerplay,41,49,2,8,119.51,20.5,4.88,19.51,True
MJ Clarke,Spin,middle,21,14,1,0,66.67,21.0,4.76,0.0,False
MJ Clarke,Spin,powerplay,23,27,0,3,117.39,,0.0,13.04,False
MJ Guptill,Pace,middle,4,1,1,0,25.0,4.0,25.0,0.0,False
MJ Guptill,Pace,powerplay,140,199,7,30,142.14,20.0,5.0,21.43,True
MJ Guptill,Spin,middle,36,51,2,6,141.67,18.0,5.56,16.67,True
MJ Guptill,Spin,powerplay,17,20,2,3,117.65,8.5,11.76,17.65,False
MJ Henry,Pace,death,1,1,0,0,100.0,,0.0,0.0,False
MJ Henry,Pace,middle,1,0,0,0,0.0,,0.0,0.0,False
MJ Henry,Spin,death,2,0,1,0,0.0,2.0,50.0,0.0,False
MJ Henry,Unknown,death,2,1,1,0,50.0,2.0,50.0,0.0,False
MJ Henry,Unknown,middle,4,5,0,1,125.0,,0.0,25.0,False
MJ Lumb,Pace,middle,16,25,2,5,156.25,8.0,12.5,31.25,False
MJ Lumb,Pace,powerplay,127,195,6,37,153.54,21.2,4.72,29.13,True
MJ Lumb,Spin,middle,24,28,2,4,116.67,12.0,8.33,16.67,False
MJ Lumb,Spin,powerplay,27,30,0,5,111.11,,0.0,18.52,False
MJ McClenaghan,Pace,death,42,38,5,5,90.48,8.4,11.9,11.9,True
MJ McClenaghan,Pace,middle,11,9,1,1,81.82,11.0,9.09,9.09,False
MJ McClenaghan,Spin,death,8,18,2,3,225.0,4.0,25.0,37.5,False
MJ McClenaghan,Spin,middle,8,20,1,3,250.0,8.0,12.5,37.5,False
MJ McClenaghan,Spin,powerplay,1,0,1,0,0.0,1.0,100.0,0.0,False
MJ Owen,Pace,powerplay,2,0,1,0,0.0,2.0,50.0,0.0,False
MJ Santner,Pace,death,62,91,2,11,146.77,31.0,3.23,17.74,True
MJ Santner,Pace,middle,17,14,1,1,82.35,17.0,5.88,5.88,False
MJ Santner,Pace,powerplay,24,20,2,3,83.33,12.0,8.33,12.5,False
MJ Santner,Spin,death,7,3,3,0,42.86,2.3,42.86,0.0,False
MJ Santner,Spin,middle,13,8,0,0,61.54,,0.0,0.0,False
MJ Suthar,Pace,death,2,1,1,0,50.0,2.0,50.0,0.0,False
MK Lomror,Pace,death,115,174,11,24,151.3,10.5,9.57,20.87,True
MK Lomror,Pace,middle,63,80,3,9,126.98,21.0,4.76,14.29,True
MK Lomror,Pace,powerplay,25,25,3,4,100.0,8.3,12.0,16.0,False
MK Lomror,Spin,death,27,56,4,7,207.41,6.8,14.81,25.93,False
MK Lomror,Spin,middle,130,186,7,19,143.08,18.6,5.38,14.62,True
MK Lomror,Spin,powerplay,13,6,0,0,46.15,,0.0,0.0,False
MK Pandey,Pace,death,366,563,24,66,153.83,15.2,6.56,18.03,True
MK Pandey,Pace,middle,723,917,27,99,126.83,26.8,3.73,13.69,True
MK Pandey,Pace,powerplay,843,988,27,151,117.2,31.2,3.2,17.91,True
MK Pandey,Spin,death,105,150,6,14,142.86,17.5,5.71,13.33,True
MK Pandey,Spin,middle,1083,1216,41,109,112.28,26.4,3.79,10.06,True
MK Pandey,Spin,powerplay,169,174,3,25,102.96,56.3,1.78,14.79,True
MK Pandey,Unknown,middle,8,13,0,2,162.5,,0.0,25.0,False
MK Tiwary,Pace,death,315,467,19,59,148.25,16.6,6.03,18.73,True
MK Tiwary,Pace,middle,377,420,10,53,111.41,37.7,2.65,14.06,True
MK Tiwary,Pace,powerplay,181,162,9,19,89.5,20.1,4.97,10.5,True
MK Tiwary,Spin,death,97,130,5,14,134.02,19.4,5.15,14.43,True
MK Tiwary,Spin,middle,430,454,8,40,105.58,53.8,1.86,9.3,True
MK Tiwary,Spin,powerplay,49,62,1,11,126.53,49.0,2.04,22.45,True
ML Hayden,Pace,death,36,72,1,11,200.0,36.0,2.78,30.56,True
ML Hayden,Pace,middle,134,205,6,29,152.99,22.3,4.48,21.64,True
ML Hayden,Pace,powerplay,374,524,9,90,140.11,41.6,2.41,24.06,True
ML Hayden,Spin,death,14,24,0,3,171.43,,0.0,21.43,False
ML Hayden,Spin,middle,160,207,6,21,129.38,26.7,3.75,13.12,True
ML Hayden,Spin,powerplay,88,75,5,11,85.23,17.6,5.68,12.5,True
MM Ali,Pace,death,128,196,9,26,153.12,14.2,7.03,20.31,True
MM Ali,Pace,middle,191,290,7,40,151.83,27.3,3.66,20.94,True
MM Ali,Pace,powerplay,152,172,6,30,113.16,25.3,3.95,19.74,True
MM Ali,Spin,death,31,83,6,15,267.74,5.2,19.35,48.39,True
MM Ali,Spin,middle,293,365,17,41,124.57,17.2,5.8,13.99,True
MM Ali,Spin,powerplay,40,61,2,10,152.5,20.0,5.0,25.0,True
MM Patel,Pace,death,32,37,2,5,115.62,16.0,6.25,15.62,True
MM Patel,Spin,death,6,2,0,0,33.33,,0.0,0.0,False
MM Patel,Spin,middle,3,0,2,0,0.0,1.5,66.67,0.0,False
MM Sharma,Pace,death,75,74,10,7,98.67,7.5,13.33,9.33,True
MM Sharma,Pace,middle,17,17,2,2,100.0,8.5,11.76,11.76,False
MM Sharma,Spin,death,14,15,1,2,107.14,14.0,7.14,14.29,False
MM Sharma,Spin,middle,30,19,0,2,63.33,,0.0,6.67,True
MN Samuels,Pace,death,13,18,1,1,138.46,13.0,7.69,7.69,False
MN Samuels,Pace,middle,64,60,6,7,93.75,10.7,9.38,10.94,True
MN Samuels,Pace,powerplay,23,9,1,1,39.13,23.0,4.35,4.35,False
MN Samuels,Spin,death,4,7,0,1,175.0,,0.0,25.0,False
MN Samuels,Spin,middle,66,67,2,6,101.52,33.0,3.03,9.09,True
MN Samuels,Spin,powerplay,2,0,0,0,0.0,,0.0,0.0,False
MN van Wyk,Pace,death,30,50,1,7,166.67,30.0,3.33,23.33,True
MN van Wyk,Pace,middle,35,42,1,5,120.0,35.0,2.86,14.29,True
MN van Wyk,Pace,powerplay,16,18,1,3,112.5,16.0,6.25,18.75,False
MN van Wyk,Spin,death,13,16,0,1,123.08,,0.0,7.69,False
MN van Wyk,Spin,middle,29,31,0,2,106.9,,0.0,6.9,False
MN van Wyk,Spin,powerplay,9,10,0,2,111.11,,0.0,22.22,False
MP Breetzke,Pace,powerplay,7,5,1,1,71.43,7.0,14.29,14.29,False
MP Breetzke,Spin,powerplay,5,9,0,1,180.0,,0.0,20.0,False
MP Stoinis,Pace,death,432,809,26,120,187.27,16.6,6.02,27.78,True
MP Stoinis,Pace,middle,279,355,12,43,127.24,23.2,4.3,15.41,True
MP Stoinis,Pace,powerplay,200,261,6,44,130.5,33.3,3.0,22.0,True
MP Stoinis,Spin,death,97,133,6,12,137.11,16.2,6.19,12.37,True
MP Stoinis,Spin,middle,445,583,18,62,131.01,24.7,4.04,13.93,True
MP Stoinis,Spin,powerplay,50,57,4,9,114.0,12.5,8.0,18.0,True
MP Stoinis,Unknown,death,13,38,0,7,292.31,,0.0,53.85,False
MP Stoinis,Unknown,middle,4,6,1,1,150.0,4.0,25.0,25.0,False
MP Yadav,Pace,death,2,4,1,1,200.0,2.0,50.0,50.0,False
MP Yadav,Unknown,death,3,1,0,0,33.33,,0.0,0.0,False
MR Marsh,Pace,death,111,174,13,25,156.76,8.5,11.71,22.52,True
MR Marsh,Pace,middle,242,353,9,49,145.87,26.9,3.72,20.25,True
MR Marsh,Pace,powerplay,431,708,18,117,164.27,23.9,4.18,27.15,True
MR Marsh,Spin,death,41,59,5,7,143.9,8.2,12.2,17.07,True
MR Marsh,Spin,middle,279,369,9,41,132.26,31.0,3.23,14.7,True
MR Marsh,Spin,powerplay,100,117,0,15,117.0,,0.0,15.0,True
MR Marsh,Unknown,death,5,7,0,1,140.0,,0.0,20.0,False
MR Marsh,Unknown,middle,34,54,1,8,158.82,34.0,2.94,23.53,True
MR Marsh,Unknown,powerplay,6,14,0,3,233.33,,0.0,50.0,False
MS Bhandage,Pace,middle,2,0,1,0,0.0,2.0,50.0,0.0,False
MS Bhandage,Spin,middle,2,1,0,0,50.0,,0.0,0.0,False
MS Bisla,Pace,death,28,46,0,8,164.29,,0.0,28.57,False
MS Bisla,Pace,middle,82,126,3,14,153.66,27.3,3.66,17.07,True
MS Bisla,Pace,powerplay,367,380,13,66,103.54,28.2,3.54,17.98,True
MS Bisla,Spin,death,5,6,0,1,120.0,,0.0,20.0,False
MS Bisla,Spin,middle,153,146,13,12,95.42,11.8,8.5,7.84,True
MS Bisla,Spin,powerplay,67,94,4,15,140.3,16.8,5.97,22.39,True
MS Dhoni,Pace,death,1554,2839,76,385,182.69,20.4,4.89,24.77,True
MS Dhoni,Pace,middle,840,885,17,88,105.36,49.4,2.02,10.48,True
MS Dhoni,Pace,powerplay,65,58,2,10,89.23,32.5,3.08,15.38,True
MS Dhoni,Spin,death,428,629,17,75,146.96,25.2,3.97,17.52,True
MS Dhoni,Spin,middle,1063,1027,20,81,96.61,53.2,1.88,7.62,True
MS Dhoni,Spin,powerplay,7,1,0,0,14.29,,0.0,0.0,False
MS Gony,Pace,death,35,42,5,5,120.0,7.0,14.29,14.29,True
MS Gony,Pace,middle,3,1,0,0,33.33,,0.0,0.0,False
MS Gony,Spin,death,19,46,0,8,242.11,,0.0,42.11,False
MS Gony,Spin,middle,14,10,3,1,71.43,4.7,21.43,7.14,False
MS Wade,Pace,middle,26,29,5,3,111.54,5.2,19.23,11.54,False
MS Wade,Pace,powerplay,81,102,4,19,125.93,20.2,4.94,23.46,True
MS Wade,Spin,middle,53,41,3,1,77.36,17.7,5.66,1.89,True
MS Wade,Spin,powerplay,17,11,1,2,64.71,17.0,5.88,11.76,False
MV Boucher,Pace,death,99,147,6,18,148.48,16.5,6.06,18.18,True
MV Boucher,Pace,middle,77,70,2,6,90.91,38.5,2.6,7.79,True
MV Boucher,Pace,powerplay,24,22,1,3,91.67,24.0,4.17,12.5,False
MV Boucher,Spin,death,48,88,1,11,183.33,48.0,2.08,22.92,True
MV Boucher,Spin,middle,61,67,3,7,109.84,20.3,4.92,11.48,True
MW Short,Pace,death,1,0,1,0,0.0,1.0,100.0,0.0,False
MW Short,Pace,middle,14,14,0,0,100.0,,0.0,0.0,False
MW Short,Pace,powerplay,81,114,4,20,140.74,20.2,4.94,24.69,True
MW Short,Spin,middle,15,14,2,1,93.33,7.5,13.33,6.67,False
MW Short,Spin,powerplay,17,23,2,4,135.29,8.5,11.76,23.53,False
MW Short,Unknown,middle,10,11,0,1,110.0,,0.0,10.0,False
MW Short,Unknown,powerplay,5,1,0,0,20.0,,0.0,0.0,False
Mandeep Singh,Pace,death,207,309,16,35,149.28,12.9,7.73,16.91,True
Mandeep Singh,Pace,middle,277,360,10,43,129.96,27.7,3.61,15.52,True
Mandeep Singh,Pace,powerplay,422,510,26,85,120.85,16.2,6.16,20.14,True
Mandeep Singh,Spin,death,67,101,6,11,150.75,11.2,8.96,16.42,True
Mandeep Singh,Spin,middle,283,303,13,23,107.07,21.8,4.59,8.13,True
Mandeep Singh,Spin,powerplay,132,123,6,17,93.18,22.0,4.55,12.88,True
Mashrafe Mortaza,Pace,death,2,2,0,0,100.0,,0.0,0.0,False
Mayank Dagar,Pace,death,1,0,0,0,0.0,,0.0,0.0,False
Misbah-ul-Haq,Pace,death,18,42,0,6,233.33,,0.0,33.33,False
Misbah-ul-Haq,Pace,middle,30,27,1,2,90.0,30.0,3.33,6.67,True
Misbah-ul-Haq,Pace,powerplay,19,27,3,5,142.11,6.3,15.79,26.32,False
Misbah-ul-Haq,Spin,death,2,0,1,0,0.0,2.0,50.0,0.0,False
Misbah-ul-Haq,Spin,middle,12,21,2,3,175.0,6.0,16.67,25.0,False
Mohammad Ashraful,Pace,powerplay,10,2,1,0,20.0,10.0,10.0,0.0,False
Mohammad Asif,Pace,death,2,1,1,0,50.0,2.0,50.0,0.0,False
Mohammad Asif,Pace,middle,2,1,0,0,50.0,,0.0,0.0,False
Mohammad Asif,Spin,death,1,0,0,0,0.0,,0.0,0.0,False
Mohammad Asif,Spin,middle,1,1,0,0,100.0,,0.0,0.0,False
Mohammad Hafeez,Pace,death,8,10,0,2,125.0,,0.0,25.0,False
Mohammad Hafeez,Pace,middle,25,21,2,2,84.0,12.5,8.0,8.0,False
Mohammad Hafeez,Pace,powerplay,36,28,3,5,77.78,12.0,8.33,13.89,True
Mohammad Hafeez,Spin,death,1,0,1,0,0.0,1.0,100.0,0.0,False
Mohammad Hafeez,Spin,middle,13,5,1,0,38.46,13.0,7.69,0.0,False
Mohammad Nabi,Pace,death,78,108,10,17,138.46,7.8,12.82,21.79,True
Mohammad Nabi,Pace,middle,18,26,1,3,144.44,18.0,5.56,16.67,False
Mohammad Nabi,Pace,powerplay,15,26,1,4,173.33,15.0,6.67,26.67,False
Mohammad Nabi,Spin,death,9,21,0,3,233.33,,0.0,33.33,False
Mohammad Nabi,Spin,middle,32,40,3,3,125.0,10.7,9.38,9.38,True
Mohammed Shami,Pace,death,81,89,8,11,109.88,10.1,9.88,13.58,True
Mohammed Shami,Spin,death,11,3,3,0,27.27,3.7,27.27,0.0,False
Mohammed Shami,Spin,middle,15,16,4,2,106.67,3.8,26.67,13.33,False
Mohammed Shami,Unknown,death,4,7,1,1,175.0,4.0,25.0,25.0,False
Mohammed Siraj,Pace,death,111,98,8,12,88.29,13.9,7.21,10.81,True
Mohammed Siraj,Pace,middle,1,0,0,0,0.0,,0.0,0.0,False
Mohammed Siraj,Spin,death,18,14,2,2,77.78,9.0,11.11,11.11,False
Mohammed Siraj,Spin,middle,9,5,0,1,55.56,,0.0,11.11,False
Mohit Rathee,Pace,death,2,1,0,0,50.0,,0.0,0.0,False
Mohsin Khan,Pace,death,22,17,3,2,77.27,7.3,13.64,9.09,False
Mohsin Khan,Spin,death,3,7,0,1,233.33,,0.0,33.33,False
Mohsin Khan,Spin,middle,3,1,1,0,33.33,3.0,33.33,0.0,False
Mujeeb Ur Rahman,Pace,death,9,3,2,0,33.33,4.5,22.22,0.0,False
Mujeeb Ur Rahman,Pace,middle,1,0,1,0,0.0,1.0,100.0,0.0,False
Mujeeb Ur Rahman,Spin,death,3,8,0,2,266.67,,0.0,66.67,False
Mujeeb Ur Rahman,Spin,middle,2,1,0,0,50.0,,0.0,0.0,False
Mukesh Choudhary,Pace,middle,4,4,0,1,100.0,,0.0,25.0,False
Mukesh Choudhary,Spin,death,2,2,0,0,100.0,,0.0,0.0,False
Mukesh Choudhary,Spin,middle,2,2,0,0,100.0,,0.0,0.0,False
Mukesh Kumar,Pace,death,18,10,1,0,55.56,18.0,5.56,0.0,False
Musheer Khan,Spin,middle,3,0,1,0,0.0,3.0,33.33,0.0,False
Mustafizur Rahman,Pace,death,20,12,2,1,60.0,10.0,10.0,5.0,False
Mustafizur Rahman,Spin,death,4,1,0,0,25.0,,0.0,0.0,False
N Burger,Pace,death,7,13,0,1,185.71,,0.0,14.29,False
N Burger,Unknown,death,2,1,0,0,50.0,,0.0,0.0,False
N Jagadeesan,Pace,death,8,7,0,0,87.5,,0.0,0.0,False
N Jagadeesan,Pace,middle,30,25,2,2,83.33,15.0,6.67,6.67,True
N Jagadeesan,Pace,powerplay,57,61,5,11,107.02,11.4,8.77,19.3,True
N Jagadeesan,Spin,death,5,4,0,0,80.0,,0.0,0.0,False
N Jagadeesan,Spin,middle,43,62,1,10,144.19,43.0,2.33,23.26,True
N Jagadeesan,Spin,powerplay,4,3,0,0,75.0,,0.0,0.0,False
N Pooran,Pace,death,419,762,25,110,181.86,16.8,5.97,26.25,True
N Pooran,Pace,middle,388,596,25,85,153.61,15.5,6.44,21.91,True
N Pooran,Pace,powerplay,121,141,8,22,116.53,15.1,6.61,18.18,True
N Pooran,Spin,death,76,117,5,13,153.95,15.2,6.58,17.11,True
N Pooran,Spin,middle,488,796,13,105,163.11,37.5,2.66,21.52,True
N Pooran,Spin,powerplay,32,87,2,15,271.88,16.0,6.25,46.88,True
N Pooran,Unknown,middle,19,28,1,5,147.37,19.0,5.26,26.32,False
N Rana,Pace,death,196,355,17,56,181.12,11.5,8.67,28.57,True
N Rana,Pace,middle,575,790,27,109,137.39,21.3,4.7,18.96,True
N Rana,Pace,powerplay,567,663,18,114,116.93,31.5,3.17,20.11,True
N Rana,Spin,death,47,91,6,13,193.62,7.8,12.77,27.66,True
N Rana,Spin,middle,742,1013,35,121,136.52,21.2,4.72,16.31,True
N Rana,Spin,powerplay,97,142,2,23,146.39,48.5,2.06,23.71,True
N Rana,Unknown,middle,11,24,0,3,218.18,,0.0,27.27,False
N Saini,Pace,death,8,7,2,1,87.5,4.0,25.0,12.5,False
N Saini,Pace,middle,21,16,4,2,76.19,5.2,19.05,9.52,False
N Saini,Pace,powerplay,73,69,3,9,94.52,24.3,4.11,12.33,True
N Saini,Spin,middle,28,37,1,3,132.14,28.0,3.57,10.71,False
N Saini,Spin,powerplay,11,11,0,1,100.0,,0.0,9.09,False
N Sindhu,Pace,middle,24,32,3,3,133.33,8.0,12.5,12.5,False
N Sindhu,Pace,powerplay,17,21,1,4,123.53,17.0,5.88,23.53,False
N Sindhu,Spin,middle,3,2,0,0,66.67,,0.0,0.0,False
N Sindhu,Spin,powerplay,1,0,1,0,0.0,1.0,100.0,0.0,False
N Sindhu,Unknown,powerplay,5,8,0,2,160.0,,0.0,40.0,False
N Wadhera,Pace,death,66,93,13,13,140.91,5.1,19.7,19.7,True
N Wadhera,Pace,middle,171,243,7,34,142.11,24.4,4.09,19.88,True
N Wadhera,Pace,powerplay,43,41,1,6,95.35,43.0,2.33,13.95,True
N Wadhera,Spin,death,24,61,3,10,254.17,8.0,12.5,41.67,False
N Wadhera,Spin,middle,230,308,7,39,133.91,32.9,3.04,16.96,True
N Wadhera,Spin,powerplay,7,12,0,1,171.43,,0.0,14.29,False
N Wadhera,Unknown,middle,19,26,0,4,136.84,,0.0,21.05,False
ND Doshi,Pace,death,10,0,1,0,0.0,10.0,10.0,0.0,False
ND Doshi,Spin,death,3,0,0,0,0.0,,0.0,0.0,False
NJ Maddinson,Pace,powerplay,18,13,3,3,72.22,6.0,16.67,16.67,False
NJ Maddinson,Spin,powerplay,3,7,0,1,233.33,,0.0,33.33,False
NJ Rimmington,Pace,death,1,1,0,0,100.0,,0.0,0.0,False
NK Patel,Pace,death,22,37,0,4,168.18,,0.0,18.18,False
NK Patel,Pace,middle,30,25,2,2,83.33,15.0,6.67,6.67,True
NK Patel,Pace,powerplay,55,45,1,8,81.82,55.0,1.82,14.55,True
NK Patel,Spin,middle,12,14,1,1,116.67,12.0,8.33,8.33,False
NL McCullum,Pace,death,12,15,1,1,125.0,12.0,8.33,8.33,False
NL McCullum,Pace,middle,1,0,0,0,0.0,,0.0,0.0,False
NL McCullum,Spin,death,5,5,0,0,100.0,,0.0,0.0,False
NL McCullum,Spin,middle,4,6,0,0,150.0,,0.0,0.0,False
NLTC Perera,Pace,death,137,205,12,23,149.64,11.4,8.76,16.79,True
NLTC Perera,Pace,middle,62,73,7,8,117.74,8.9,11.29,12.9,True
NLTC Perera,Pace,powerplay,12,16,0,3,133.33,,0.0,25.0,False
NLTC Perera,Spin,death,39,62,1,8,158.97,39.0,2.56,20.51,True
NLTC Perera,Spin,middle,55,64,0,6,116.36,,0.0,10.91,True
NLTC Perera,Spin,powerplay,4,4,1,1,100.0,4.0,25.0,25.0,False
NM Coulter-Nile,Pace,death,49,69,7,9,140.82,7.0,14.29,18.37,True
NM Coulter-Nile,Pace,middle,3,4,1,1,133.33,3.0,33.33,33.33,False
NM Coulter-Nile,Spin,death,7,4,2,0,57.14,3.5,28.57,0.0,False
NM Coulter-Nile,Spin,middle,13,5,0,1,38.46,,0.0,7.69,False
NS Naik,Pace,death,22,13,3,0,59.09,7.3,13.64,0.0,False
NS Naik,Pace,middle,11,11,0,1,100.0,,0.0,9.09,False
NS Naik,Pace,powerplay,7,6,0,1,85.71,,0.0,14.29,False
NS Naik,Spin,middle,1,0,0,0,0.0,,0.0,0.0,False
NS Naik,Spin,powerplay,9,1,1,0,11.11,9.0,11.11,0.0,False
NT Ellis,Pace,death,17,18,2,1,105.88,8.5,11.76,5.88,False
NT Ellis,Pace,middle,3,0,0,0,0.0,,0.0,0.0,False
NT Ellis,Spin,death,1,1,0,0,100.0,,0.0,0.0,False
NT Ellis,Spin,middle,4,0,2,0,0.0,2.0,50.0,0.0,False
NV Ojha,Pace,death,211,315,17,40,149.29,12.4,8.06,18.96,True
NV Ojha,Pace,middle,276,309,8,35,111.96,34.5,2.9,12.68,True
NV Ojha,Pace,powerplay,410,379,18,59,92.44,22.8,4.39,14.39,True
NV Ojha,Spin,death,83,96,8,11,115.66,10.4,9.64,13.25,True
NV Ojha,Spin,middle,261,340,15,35,130.27,17.4,5.75,13.41,True
NV Ojha,Spin,powerplay,72,115,3,20,159.72,24.0,4.17,27.78,True
Naman Dhir,Pace,death,135,264,9,40,195.56,15.0,6.67,29.63,True
Naman Dhir,Pace,middle,75,124,6,17,165.33,12.5,8.0,22.67,True
Naman Dhir,Pace,powerplay,104,155,5,26,149.04,20.8,4.81,25.0,True
Naman Dhir,Spin,death,16,25,2,4,156.25,8.0,12.5,25.0,False
Naman Dhir,Spin,middle,71,104,0,11,146.48,,0.0,15.49,True
Naman Dhir,Spin,powerplay,8,7,2,1,87.5,4.0,25.0,12.5,False
Naman Dhir,Unknown,death,2,7,0,1,350.0,,0.0,50.0,False
Naman Dhir,Unknown,middle,18,21,2,4,116.67,9.0,11.11,22.22,False
Naman Dhir,Unknown,powerplay,4,3,0,0,75.0,,0.0,0.0,False
Navdeep Saini,Pace,death,22,23,1,2,104.55,22.0,4.55,9.09,False
Navdeep Saini,Pace,powerplay,1,0,0,0,0.0,,0.0,0.0,False
Navdeep Saini,Spin,death,5,5,1,1,100.0,5.0,20.0,20.0,False
Navdeep Saini,Spin,middle,9,5,2,0,55.56,4.5,22.22,0.0,False
Naveen-ul-Haq,Pace,death,19,16,1,2,84.21,19.0,5.26,10.53,False
Naveen-ul-Haq,Pace,middle,3,0,0,0,0.0,,0.0,0.0,False
Naveen-ul-Haq,Spin,death,1,1,0,0,100.0,,0.0,0.0,False
Naveen-ul-Haq,Spin,middle,2,1,0,0,50.0,,0.0,0.0,False
Nithish Kumar Reddy,Pace,death,80,154,6,21,192.5,13.3,7.5,26.25,True
Nithish Kumar Reddy,Pace,middle,169,198,8,20,117.16,21.1,4.73,11.83,True
Nithish Kumar Reddy,Pace,powerplay,70,58,4,6,82.86,17.5,5.71,8.57,True
Nithish Kumar Reddy,Spin,death,37,75,3,10,202.7,12.3,8.11,27.03,True
Nithish Kumar Reddy,Spin,middle,138,202,5,26,146.38,27.6,3.62,18.84,True
Nithish Kumar Reddy,Spin,powerplay,8,11,0,1,137.5,,0.0,12.5,False
Nithish Kumar Reddy,Unknown,death,3,7,1,1,233.33,3.0,33.33,33.33,False
Nithish Kumar Reddy,Unknown,middle,30,76,0,11,253.33,,0.0,36.67,True
Nithish Kumar Reddy,Unknown,powerplay,6,6,0,0,100.0,,0.0,0.0,False
Noor Ahmad,Pace,death,22,24,6,3,109.09,3.7,27.27,13.64,False
Noor Ahmad,Pace,middle,7,0,2,0,0.0,3.5,28.57,0.0,False
Noor Ahmad,Spin,death,18,3,1,0,16.67,18.0,5.56,0.0,False
Noor Ahmad,Spin,middle,7,3,1,0,42.86,7.0,14.29,0.0,False
Noor Ahmad,Unknown,death,1,1,0,0,100.0,,0.0,0.0,False
Noor Ahmad,Unknown,middle,3,0,0,0,0.0,,0.0,0.0,False
OA Shah,Pace,death,131,195,4,23,148.85,32.8,3.05,17.56,True
OA Shah,Pace,middle,87,100,3,11,114.94,29.0,3.45,12.64,True
OA Shah,Pace,powerplay,12,16,0,2,133.33,,0.0,16.67,False
OA Shah,Spin,death,40,74,2,10,185.0,20.0,5.0,25.0,True
OA Shah,Spin,middle,113,114,1,10,100.88,113.0,0.88,8.85,True
OA Shah,Spin,powerplay,6,7,0,1,116.67,,0.0,16.67,False
OC McCoy,Pace,death,3,1,0,0,33.33,,0.0,0.0,False
OC McCoy,Spin,death,2,7,0,1,350.0,,0.0,50.0,False
OF Smith,Pace,death,34,47,2,6,138.24,17.0,5.88,17.65,True
OF Smith,Pace,middle,5,2,1,0,40.0,5.0,20.0,0.0,False
OF Smith,Spin,death,1,1,0,0,100.0,,0.0,0.0,False
OF Smith,Spin,middle,4,1,0,0,25.0,,0.0,0.0,False
P Awana,Pace,death,14,5,2,0,35.71,7.0,14.29,0.0,False
P Chopra,Pace,middle,6,8,1,2,133.33,6.0,16.67,33.33,False
